reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
f093313a-b6d0-4622-b2aa-6b798a2d8793,mutebi Ahammed,https://play-lh.googleusercontent.com/a-/ALV-UjX0a9waFNmhhoYgNe53YBM2-CNN3OoF2syxP-0VDCFaCBg,Binance is the number one crypto exchange in the whole world with the lowest trading fees!,5,0,2.79.5,2024-03-24 08:23:36,"Hi Mutebi! Thank you for the enthusiastic comment! We're grateful to have you as part of our community, and we'll keep working hard to maintain our position as the top cryptocurrency exchange. If you ever have any questions, please don't hesitate to reach out at binance.com/en/chat. Thank you for choosing us as your trusted exchange! 🚀🌕 - FL",2024-03-24 14:50:47,2.79.5
3f3edbb3-d05e-4674-b89b-7a2bb23ce21b,Andres Hernandez-Coyac,https://play-lh.googleusercontent.com/a-/ALV-UjWcit1K8uzhLVzNyXywlkNPTTTHa7bULG_FhBNHG2zf,Great very clear,5,0,2.80.5,2024-03-24 08:21:52,,,2.80.5
e00ec76a-ac53-4c05-83d8-d980ac576111,Sona Bacha,https://play-lh.googleusercontent.com/a-/ALV-UjV0DkOvFVciH-5NVvOXWX_xUIej5a1AIxvBy2UHfUr-NyY,Good new janrsan and in the world,5,0,,2024-03-24 08:13:00,,,
e72f8fa3-559b-4fd3-9395-d616152f690e,Tanveer Hussain,https://play-lh.googleusercontent.com/a-/ALV-UjUP1ugNlQhLOuE3J5oY5KvasO44lpgafFZPQyUgGSIiOAU,nice,5,0,2.80.4,2024-03-24 08:12:22,,,2.80.4
5ac36414-7e36-4003-990d-11b5407054f5,Myo Myo,https://play-lh.googleusercontent.com/a-/ALV-UjVDQqZe8OVUWJdQARm8D8ZWM7ZvZjMgNnBYIHnii5Ji0Q,Mike cr7 my idol,5,0,,2024-03-24 08:10:56,,,
ae6e0148-1337-4326-b72c-ec7f5fab2d22,Memoonajamshaid Mithu,https://play-lh.googleusercontent.com/a/ACg8ocI-TD9Kl4IlPjd-8CAa-OOp74UXxh0Y-OTPDfnTJY_n=mo,Easy to create for money withdrawal,5,0,,2024-03-24 08:07:45,,,
da8b794d-9ba9-44a6-8da8-7553b1fb367d,Nevy Munkombwe,https://play-lh.googleusercontent.com/a/ACg8ocKRd9lYIIZp8ryzXdfGE0wvMwQ1-nMLD65YlFoT1TzR=mo,user friendly,5,0,2.69.3,2024-03-24 07:54:44,"Hi Nevy 👋🏼 Thank you for your excellent review! We greatly appreciate your feedback and are glad to hear that you find our app user-friendly. If you ever have any questions or need assistance, please don't hesitate to reach out at binance.com/en/chat. Thank you for being a valued user of Binance! 💯🌟 - FL",2024-03-24 14:51:30,2.69.3
c0298785-071d-403e-9e78-ea3d6485a3ed,Alialhajikori,https://play-lh.googleusercontent.com/a-/ALV-UjWg4RRyr_DrBkv3VT5KNa6SvNCjYHqYErSYmrdnI6Ot4LY,ali alhajikori,5,0,2.80.4,2024-03-24 07:49:00,,,2.80.4
87f261d6-78e8-47ad-b938-05d6b5f39e34,Md Ziaur Rahaman,https://play-lh.googleusercontent.com/a-/ALV-UjVwsyFaeYFon-92qh9gLDBz9SSmahM0iE3kO9jvvJezMQ,apps nice,5,0,,2024-03-24 07:48:36,,,
e9495f32-839f-47eb-a5d0-005556206df6,Muhammad Imran,https://play-lh.googleusercontent.com/a/ACg8ocJaLuuj29WYuTtUEOyyJNXf6TLGLjo0TBjPOGHKo1eg=mo,interested,5,0,2.80.4,2024-03-24 07:45:18,,,2.80.4
0ab3b843-1876-44f5-a5f0-776e290f2267,Ahsan Ullah,https://play-lh.googleusercontent.com/a-/ALV-UjU_eqIkaJ-JgEVbcTrYktzOxB0PmSPnPu1sfSERo5qdqw,very good,5,0,2.80.4,2024-03-24 07:24:50,"Hello Ahsan! We are very happy to see your nice review. Your satisfaction is very important to us. If you need anything, you can connect to us in our live chat via this link: http://binance.com/en/chat. Thanks! ^BT",2024-03-24 10:28:03,2.80.4
4614fd49-340f-4750-ad4d-01988a5d3176,Bakyt Kozhabay,https://play-lh.googleusercontent.com/a-/ALV-UjXBnL2sWFPj39lcNjsk40DtEhIh4CYHD_9mQqwydsN4kQ,"When I log in with my account, the p2p option just disappears. I know that p2p is available in Kazakhstan and my language is set to English as well. I could enter p2p by logging out from my account, then add p2p option to home screen, then log back and open p2p from home screen. 1 star until it gets fixed",1,0,2.80.4,2024-03-24 07:23:24,"Hello Bakyt! Try these steps please👉 Check if you have enough storage on your phone - Clear cache and cookies - Switch from your Wi-Fi network to mobile data, lastly reinstall the app. If after these steps, you need more help, please get in touch with us at chat. 👉http://binance.com/en/chat. We'd appreciate if you encourage us with 5 💫 -VA",2024-03-24 07:52:16,2.80.4
9e2a2a4d-4419-428b-89fb-1cdb9168b58e,Johnrhudz Yamoyam,https://play-lh.googleusercontent.com/a-/ALV-UjVKKNhWHPCNx0J23zjzcwAAau_yMTrf7wVeFLJMSfsjTAA,I want to delete my account and make another I have been hacked😔,4,0,,2024-03-24 07:19:27,"Hello Johnrhudz, can you please visit us at binance.com/en/chat in order for us to see what we can do for you? Rest assured, we will do our best to help. -VA",2024-03-24 07:57:37,
dec3928f-f3b8-4210-90c2-bce626e315cc,Abdullah Yousafzia,https://play-lh.googleusercontent.com/a-/ALV-UjUnuGZvJOvwpH4K0px5dXPPIJAPFTNMb7g1Yd7aVQibueE,very good binance online earning,4,0,2.80.4,2024-03-24 07:16:28,"Hello! Thank you for considering Binance as a good app! We're delighted to hear such positive feedback. If you've enjoyed your experience with us, could you please consider leaving a higher rating? Your support means a lot to us, and we're always here to assist you with any questions http://www.binance.com/en/chat. -NR",2024-03-24 08:49:53,2.80.4
b2c4b9b1-c22c-421d-a7d0-13d17d7f4a8e,Abdul Aziz,https://play-lh.googleusercontent.com/a/ACg8ocIUkQYrYoI-eEXd1PRjgWInuz_f4g4C01e7axQs7MOU=mo,I love binance,5,0,,2024-03-24 07:15:43,,,
9501ea30-dbf1-4265-85c1-63b4d6c9b51a,Aʙᴅᴜʟ Kᴀɪᴜᴍ,https://play-lh.googleusercontent.com/a-/ALV-UjUd9S5FtS_EloG9Rdp0YL8RRFyh6dvlYInhghn6sm92Pvc,nice,5,0,2.80.4,2024-03-24 06:59:03,,,2.80.4
62d0a2b5-458a-4f06-989b-c2445459f230,MOHSIN AWAN,https://play-lh.googleusercontent.com/a/ACg8ocJqPTwTMbKHhh3RA4DfktbzFMkB1dnClUISq8HDbXPp=mo,Thats a really really best trading app.i am a beginner but this app guid me.,5,0,2.77.5,2024-03-24 06:55:26,,,2.77.5
b1583f5c-f703-4aab-a99d-e108b04d8c13,MN UNITED FAN BASE ON WORD TV,https://play-lh.googleusercontent.com/a-/ALV-UjUYuzWOR-bC9ZT-KPQFk-8BY5asskquEh8d05Jy2phbjg,this is a good app,4,0,2.80.2,2024-03-24 06:45:05,"Hi there! We're delighted to hear that you're enjoying your experience with Binance. We are dedicated to continuously improving our services. If you have any suggestions on how we can earn a perfect 5🌟 rating from you, please share more information or express any concerns with us at binance.com/en/chat. Thank you for your support! ~MH",2024-03-24 07:23:49,2.80.2
ab5c6d55-2a32-4f77-a727-d17761c4ae7d,Faisal Arain,https://play-lh.googleusercontent.com/a/ACg8ocIa9Yet1wGoNuG8OWwwR6yuFc7Y0ifN9lbkrj-kAQrh=mo,✌🏻✌,5,0,2.80.5,2024-03-24 06:40:13,,,2.80.5
758d937b-3017-4be0-831f-646d1b9bfe33,Ian Muller,https://play-lh.googleusercontent.com/a-/ALV-UjWXyIU7EPiE7vOvIRPn6GX39pYBkdjnaSYKyHTy9BTgpz0,I recently found a breach in crypto coins.,5,0,2.80.2,2024-03-24 06:37:34,,,2.80.2
871d6715-dac3-4623-84bf-9dc14937ff21,Jean De Guzman,https://play-lh.googleusercontent.com/a-/ALV-UjWGwGfCpn5a_JikxRS4Iei0YCyz2NqDKOTCa1rTaD3UmA,Allgoods,5,0,2.80.2,2024-03-24 06:30:25,,,2.80.2
76b40545-dd85-4c8f-9696-6fbf676bd1bb,Rajnish Mansani,https://play-lh.googleusercontent.com/a-/ALV-UjXFxMJlJ5CrECQRc8JsULYKAhRAcbiKIWhIN_nnhJgKbOrE,there is no proper way to withdraw the money or transfer to another network,1,0,2.80.4,2024-03-24 06:28:28,"Please find this guideline useful: https://www.binance.com/en/support/faq/115003670492. Ensure you choose the correct network when making a withdrawal. If you experience any issues with this process, could you please provide more specific details about the problem you are encountering? This will allow us to assist you more effectively. EA",2024-03-24 07:38:26,2.80.4
0f675534-15f5-4551-adef-f9f764d57c3c,Kashif Zaman,https://play-lh.googleusercontent.com/a-/ALV-UjUdCznTNL4xQgaOWoT09YNLVMTh7FtAvFNo_gxXeFhFScY,web3 not working,1,0,2.80.4,2024-03-24 06:19:11,"Hello Kashif Zaman! Please ensure your internet connection is stable. Try clearing your app's cache and restarting your device before launching the app. If the issue continues, we invite you to contact us at binance.com/en/chat. Please share a video detailing the error you encounter for further assistance. Thank you! ~MH",2024-03-24 06:45:15,2.80.4
e27e6ae8-5e1b-4618-8752-a3bb897336f5,Godswill Williams,https://play-lh.googleusercontent.com/a/ACg8ocLLjAq14CJRKm1J_0HLGiQxN8jXRCxCnLjfBndvwmIL=mo,awesome,5,0,,2024-03-24 06:08:07,,,
e2564c40-0e61-4c37-8de1-cd800b6fae55,Irtiza hassan,https://play-lh.googleusercontent.com/a/ACg8ocJP_szb8Zo3b2FqwK2TBVdPpvCFe81eFoEkjtctWJw8=mo,nice working,5,0,2.79.5,2024-03-24 06:04:52,,,2.79.5
8f82d00b-57a7-4213-8af3-747d13a36fac,Md Mahmudul hasan,https://play-lh.googleusercontent.com/a/ACg8ocK3cQXHpOqL-8CMUc8rFW71hAzQZ29LMUjoGbiONfDSVw=mo,Very authentic apps,5,0,2.80.4,2024-03-24 06:04:37,,,2.80.4
507b3d4f-0ec4-4f3a-a255-afe6fd82d4ef,Saqlain Mughal,https://play-lh.googleusercontent.com/a/ACg8ocK89wc1K06sP3OOG8qCKnqEVU4kJmJH3RuKT2RBYpKZ=mo,Mery app download kar do please 🥺🥺,1,0,,2024-03-24 05:56:15,"Hello! Saqlain Mughal If you're experiencing any issues while downloading the app, we warmly encourage you to reach out to us at http://binance.com/en/chat and share more details about the challenges you're encountering. We will make every effort to assist you as promptly as possible. Thank you! ~MH
",2024-03-24 06:21:03,
c3cd9f84-6b0c-4d0f-b7b1-4297c196b5a0,JONAH SOLOMON,https://play-lh.googleusercontent.com/a/ACg8ocI3We8uJg3Hx3YJOvQmHwRlvzGNW5KjRZCmRorP1Rhe=mo,nice app and easy to use,5,0,2.75.3,2024-03-24 05:43:16,"Thank you for your support! 💛🖤 It's rewarding to know that our efforts to provide top-notch services are paying off. If there's any way we can make your experience even better or any assistance you need in the future, please don't hesitate to reach out! EA",2024-03-24 05:52:15,2.75.3
b0a21a28-aa93-4a99-bd21-6ef26cb298ea,Imani Chitiri,https://play-lh.googleusercontent.com/a-/ALV-UjXheObYasV_MP_TFuPiIiIlfg9qeTHjm-59voatQP9QSA,It's good when purchasing the assets via P2P.,5,0,,2024-03-24 05:35:03,,,
0eb7379a-c990-4043-b2b9-68bd6942ee4b,Muneeb Baloch,https://play-lh.googleusercontent.com/a/ACg8ocKGChJ4TRryih8sZ5M-qitljCDyxP1vucjpcmX8_9Xu=mo,This good app for trading,5,0,,2024-03-24 05:13:14,"Thank you for your kind words! We're delighted to hear that you're finding our app good for trading. Our goal is to provide a seamless and efficient platform for our users.
Don't hesitate to reach out if you have any questions or need further assistance. We're always here to help! EA
",2024-03-24 05:59:53,
abb1120a-6748-469a-9417-667e31c09aa9,Md Imran,https://play-lh.googleusercontent.com/a/ACg8ocK7cz86-cI-x0Q-h2xKpzJsA5vzXM9z2ecMrZpNnC98=mo,nice,5,0,2.80.5,2024-03-24 05:02:49,"Hi Imran, thank you for your feedback. We are happy to know that you are enjoying Binance. Your satisfaction is always our priority so if you need any support, we are available 24/7 via live chat at https://www.binance.com/en/chat to assist you. Thank you - CN",2024-03-24 05:10:41,2.80.5
d541e263-0728-4e7a-82c2-acfb96be668c,oscar chipande,https://play-lh.googleusercontent.com/a/ACg8ocK3-GSvutdLHU6_LnrgfoScDu86Bz80nVtENBmCERir=mo,Normally,2,0,2.80.4,2024-03-24 05:00:19,"Hi Oscar Chipande! We would be grateful if you could offer more detailed feedback, allowing us to gain a deeper understanding of your experience and improve our app. If you have any suggestions on how we can earn a 5🌟 rating from you or need to discuss any concerns, please feel free to contact us at binance.com/en/chat. Thank you! ~MH",2024-03-24 05:29:36,2.80.4
90bd333a-fbb8-4720-88d9-8a8a8e1fea2e,kajunior 001,https://play-lh.googleusercontent.com/a-/ALV-UjXv2mFeZ0IblbcLjcFfuyf0NWrjUkYPFWcpvQFepR1jsII,Best trading platform 👌,5,0,2.80.4,2024-03-24 04:54:30,"We're thrilled to hear that you find Binance the best! If you have any questions, need further assistance, or have any suggestions to improve your experience, please feel free to share. Keep trading and thank you for your support! EA
",2024-03-24 06:00:45,2.80.4
e283b733-c545-4975-b09d-ff6e1532cc30,bd “Rajwan” Titanic,https://play-lh.googleusercontent.com/a-/ALV-UjVz3ECiCabheQs_TRec5AmgzWzAEOWrKc7NOGCE6Ef5odA,Good app,5,0,2.80.4,2024-03-24 04:52:09,"Thank you for your kind words! We strive to provide the best service to our users. Feel free to reach out if you have any questions or need assistance with anything. Happy trading! EA
",2024-03-24 06:01:30,2.80.4
f6ed71ea-e24a-4498-9c61-18ddb0669fab,Md Rasal,https://play-lh.googleusercontent.com/a-/ALV-UjX5LDHfNL2C2_5AdsI2OGpjOnbdsj8DzWIk8-7Jix3rzA,nic,5,0,2.80.4,2024-03-24 04:46:37,,,2.80.4
64a57c00-e93a-4860-a436-83380167872b,Roni ahmed,https://play-lh.googleusercontent.com/a/ACg8ocKWNWbAmsk_AQPS6MQNfOFj7X4wupK2WZkZtTmSE4XILA=mo,nice app,5,0,2.80.4,2024-03-24 04:44:17,,,2.80.4
1c778c01-dc7d-4732-8258-262205827139,Bangladesh TV,https://play-lh.googleusercontent.com/a-/ALV-UjUOxBg8FEJ9YwSwUEmQMJ01FyPWLQtiz4ou53m3ulc9Og,Nice sosal,5,0,,2024-03-24 04:33:34,,,
262e20da-ed6b-412b-adea-45babbc108a0,Abdouleaye Ngong,https://play-lh.googleusercontent.com/a/ACg8ocLHhKAPtKNJizzlPq01tG5DZRAXvfi4pK1rq6voUraR=mo,App is good but I lost it's very difficult to get pass verification I did all crazy things app asked me to do but still verification failed. it should be made easy for people to recover account and remove Google authenticator and change email but no I have been trying to get pass verification for close to a month now yet no avail it's frustrating and dam tired of this nonsense. It should be made easy so you avoid 1 person having multiple accounts with different names in your system. Time wasted,1,0,2.78.4,2024-03-24 04:28:42,"Hi Abdouleaye Ngong! ID verification is a standard security measure we have in place to safeguard your account and confirm the authenticity of user information. If you encounter any issues with the verification process, kindly reach out to our support team through live chat at binance.com/en/chat for further examination and support. Thank you! ~MH",2024-03-24 04:47:57,2.78.4
6f29ae7f-962a-4306-8611-41ec892fe25f,Sleeping Muslim جهادي,https://play-lh.googleusercontent.com/a-/ALV-UjX5pRdcuJv-22v1vCgLnQfbopRnWyLil6rsHbr-3Jvk8ng,Good,5,0,2.80.3,2024-03-24 04:28:16,,,2.80.3
fabc5eca-edeb-4d83-8635-0c63be5d1e02,Sajith Aberathne,https://play-lh.googleusercontent.com/a-/ALV-UjUnQRGuGDzihXakdvz8ZX0RR_3DkiUGFjkoFf-jvjyP9kU,Great,5,0,2.80.4,2024-03-24 04:20:35,,,2.80.4
197c1883-eb62-493d-b7aa-0e927c5b613c,KABIR KHAN,https://play-lh.googleusercontent.com/a-/ALV-UjWqgM4DusxoEHWbdp_p7yUS03ebSPCUtDMcx_-AyAT3D-8,binance is good app,4,0,2.80.4,2024-03-24 04:12:08,"Hello Kabir! Thank you for considering Binance as a good app! We're delighted to hear such positive feedback. If you've enjoyed your experience with us, could you please consider leaving a higher rating? Your support means a lot to us, and we're always here to assist you with any questions http://www.binance.com/en/chat. -NR",2024-03-24 08:35:05,2.80.4
68fcd5fa-ae0e-437d-8ad9-2abf5a36d234,Hilal Ahmad,https://play-lh.googleusercontent.com/a-/ALV-UjXaZDxOzbrJNbiRGMBKJA1s7Sjk3XcHNPoI79-7i000fA,Best,5,0,2.80.4,2024-03-24 03:52:20,,,2.80.4
3a3294d1-3afb-4bbd-bf9d-305e8b19a4ab,K Ayou,https://play-lh.googleusercontent.com/a-/ALV-UjW2RsmvKh8yFprRkRAXnf5Xzv3SnSWjnIDAbYz39Ld2GJI,Bast trading,5,0,2.80.4,2024-03-24 03:36:46,,,2.80.4
5342f34a-2738-4970-acbc-db97db53b8ad,Tanveer Iqbal,https://play-lh.googleusercontent.com/a-/ALV-UjXXjKwYwDsqMNoXv2KIWHerKXO2Bg8MhhpHXHKOcS6JXKU,❤️,5,0,2.80.4,2024-03-24 03:34:41,,,2.80.4
be6b30a2-7c56-4e3b-bce1-8672c70d1d05,wael shehada,https://play-lh.googleusercontent.com/a-/ALV-UjVfGPJCgzHqkKLRrYoFFX_sdhp3xBmXlsTunduRlVSpbg,Good,5,0,2.78.5,2024-03-24 03:30:57,,,2.78.5
b237dbf7-5d96-4200-ba25-cd42c0efe21a,Gopal Roy,https://play-lh.googleusercontent.com/a/ACg8ocKohdoKBwum9VdANmVsEA8dHjh3Pl5DOK1KKp4F2Gyd=mo,Good app,5,0,,2024-03-24 03:16:43,,,
e440a9f4-153d-4696-875d-9038a2963af2,Newtan Biswas,https://play-lh.googleusercontent.com/a-/ALV-UjWok4zvaOnwaPcVQmRMNc-YXvjRqCqtZKseyLW6aI3pRA,My favaret exchange💖,5,0,2.80.2,2024-03-24 03:13:53,,,2.80.2
e26e19ff-d3f8-4227-a24e-af2ce33965ce,Husain Ahmed,https://play-lh.googleusercontent.com/a-/ALV-UjV2l8VzGjbNnmexfUnuuTX80DAs3ucphRHA-ngPGT_1YQ,Nice,5,0,,2024-03-24 02:53:27,"Hi Husain, we are happy to know that you enjoy Binance💛. Our motivation is to continue to provide the best products and services. Therefore, your rating and feedback mean a lot to us. If you need any support, please contact us at https://www.binance.com/en/chat We are always there to support you. Thank you - CN",2024-03-24 05:14:14,
aee707fe-5663-4a95-9285-8efd41fdf24a,Zakaria Raoufi,https://play-lh.googleusercontent.com/a/ACg8ocK-E__aLCyeb1op_RDpHsBnHa05oSfd3VgmQzCKBu2u=mo,good,5,0,2.80.4,2024-03-24 02:44:16,,,2.80.4
8f6bd1f3-e9fa-42c6-9678-8a078b656f81,Muhammad Hafeez (.),https://play-lh.googleusercontent.com/a-/ALV-UjWqKHKYyKgLvbnHBMjtW3kNWrldaSyOc3I7-f2MrMLVCg,Good,5,0,2.75.3,2024-03-24 02:30:08,,,2.75.3
51edbe2a-b52c-4782-b549-15f21f3efc3f,Akram Khan,https://play-lh.googleusercontent.com/a-/ALV-UjVYLPkuLR13ppFoUO_L_7PR1IdHOz_ea6S6gdwIEtE3XGjL,I am new training,3,0,2.80.4,2024-03-24 02:28:34,"Hello! If you want to learn about our products, you can check out our FAQs at https://www.binance.com/en/support/faq with guides for everything. Also, we have a 24/7 chat at http://www.binance.com/en/chat for any questions you may have. If you like the app, could we ask for a higher rating? It would be highly valuable for us. -NR",2024-03-24 08:31:32,2.80.4
be53f031-ccc4-4632-be26-916a964a1222,Dulara,https://play-lh.googleusercontent.com/a/ACg8ocKMLqF44qzn86f2RDxEwd4FhA05A-QVo41S2GY-4nHX=mo,Great . this app use i earned 300$+,5,0,,2024-03-24 02:28:19,,,
9ee7719b-ff37-4501-8ff2-acb9a93a651e,orji david,https://play-lh.googleusercontent.com/a-/ALV-UjU9DvNA-uNQC6SghiEftonWa3I0mjgj1xxqU3gBS4-eSqQ,I have been enjoying my binance in Nigeria until y3sterday when i tried to login but the app insisted I must verify my phone number and email.my email verification was successful but before I could entet the code sent to my phone it will expire this happened three times and now my binance has been writing verification failed and I have not been able to access my biñance account,3,0,,2024-03-24 02:22:52,"Hello! Is it possible for you to clean the cache from profile > settings? switch your network from Wi-Fi to Cellular or vice versa. Restart the device and try again. You can try to uninstall the app and after restarting your device, reinstall the app back. Let us know if the issue persists at http://www.binance.com/en/chat and we will check. -NR",2024-03-24 08:29:40,
8d59b7a3-70b1-4c19-9fdf-804a79d44ff5,Ali Dxb,https://play-lh.googleusercontent.com/a-/ALV-UjUxYz7qggnq5g3ju9AibANJ7cZ20KyGRJxcFHfA7QWO094,To ufol too much add,1,0,2.78.4,2024-03-24 02:22:16,"Hello! Would you mind letting us know what you didn't like about our app, or how we can assist you? If you've encountered any issues, we can check and assist you with them. Please send us a message: 👉 http://binance.com/en/chat we are available 24/7. -NR",2024-03-24 08:26:24,2.78.4
62146529-0bf1-4c3c-a8ce-f9d90999f28f,Zafar Raisani,https://play-lh.googleusercontent.com/a/ACg8ocLAOJMgcI0mc2qYM0NFecuCZ57QGI71SxrvPy5t4vZe=mo,good app,5,0,2.80.4,2024-03-24 02:11:48,,,2.80.4
